DATE (MM/DD/YYYY),HOUR-MST,Avg Global LI-200 [W/m^2],Avg Cabin Temp [deg F],Avg Lower Temp [deg F],Avg Relative Humidity [%],Avg CR10X Battery [VDC]
8/22/2019,14,430.3333,68.7567,60.6917,29.0625,13.3608
8/22/2019,15,385.8917,69.0033,60.8225,24.7325,13.3875
8/22/2019,16,334.6917,69.3500,60.9533,23.1358,13.3767
8/22/2019,17,113.1967,69.6042,61.0650,24.5750,13.0700
8/22/2019,18,14.4857,69.5583,61.2000,35.0667,12.7117
8/22/2019,19,9.5031,69.2342,61.2958,36.8558,12.6425
8/22/2019,20,0.0003,68.8608,61.3175,39.0692,12.6183
8/22/2019,21,-0.0160,68.4108,61.3333,39.1292,12.6017
8/22/2019,22,-0.0117,67.8775,61.3275,37.2558,12.5883
8/22/2019,23,-0.0105,67.3008,61.2817,33.8550,12.5708
8/23/2019,0,-0.0102,66.7925,61.2083,35.5742,12.5550
8/23/2019,1,-0.0118,66.3917,61.1658,40.8225,12.5367
8/23/2019,2,-0.0144,65.8900,61.0192,42.0958,12.5117
8/23/2019,3,-0.0098,65.2858,60.8975,44.0825,12.4817
8/23/2019,4,-0.0127,64.6667,60.7375,45.2692,12.4542
8/23/2019,5,-0.0052,64.0675,60.5908,47.4875,12.4233
8/23/2019,6,6.7847,63.5275,60.3858,48.6967,12.4125
8/23/2019,7,104.4108,63.0692,60.1767,50.7967,12.6250
8/23/2019,8,458.3667,63.0025,60.0000,45.0300,13.3733
8/23/2019,9,516.3500,63.9367,59.8858,34.5675,13.3800
8/23/2019,10,748.6833,65.2467,59.8550,25.8192,13.3867
8/23/2019,11,768.4000,66.5508,59.9708,18.8633,13.3892
8/23/2019,12,350.0000,67.4275,60.1550,18.7125,13.3792
8/23/2019,13,470.5417,67.8167,60.3017,20.4983,13.3892
8/23/2019,14,137.6933,68.0900,60.4125,23.5992,13.1400
8/23/2019,15,215.9333,68.0900,60.5225,27.0975,13.2783
8/23/2019,16,379.1083,68.1233,60.5625,27.4367,13.3908
8/23/2019,17,392.4417,68.7517,60.7083,24.0408,13.2042
8/23/2019,18,180.2667,69.4858,60.8617,23.4833,12.9867
8/23/2019,19,35.4964,69.7533,61.0425,25.1367,12.7508
8/23/2019,20,0.0487,69.4233,61.1892,28.2492,12.6475
8/23/2019,21,-0.0141,68.8767,61.2558,30.7858,12.6200
8/23/2019,22,-0.0114,68.2875,61.2617,33.8833,12.6075
8/23/2019,23,-0.0107,67.7342,61.2467,36.5217,12.5925
8/24/2019,0,-0.0115,67.0833,61.1583,42.3533,12.5800
8/24/2019,1,-0.0166,66.4358,61.0842,48.0492,12.5608
8/24/2019,2,-0.0128,65.7850,61.0125,52.7733,12.5442
8/24/2019,3,-0.0094,65.1225,60.7883,56.1600,12.5217
8/24/2019,4,-0.0058,64.4783,60.5875,59.5408,12.4992
8/24/2019,5,0.0010,63.8167,60.3817,61.9117,12.4692
8/24/2019,6,7.5014,63.1750,60.1275,65.9667,12.4417
8/24/2019,7,69.1092,62.5175,59.8733,64.3558,12.5567
8/24/2019,8,406.9250,62.2758,59.6600,57.2275,13.3742
8/24/2019,9,258.8500,62.8217,59.5292,43.1783,13.3850
8/24/2019,10,237.0917,63.1333,59.4825,35.5483,13.3908
8/24/2019,11,263.4250,63.3058,59.4375,28.8300,13.3967
8/24/2019,12,290.4250,63.5358,59.4558,21.4550,13.4000
8/24/2019,13,298.0250,63.9108,59.5142,20.4483,13.4000
8/24/2019,14,299.4583,64.3458,59.5783,21.0133,13.4000
8/24/2019,15,453.7417,64.8758,59.6742,20.0175,13.3992
8/24/2019,16,297.5500,65.5200,59.7958,20.8825,13.3117
8/24/2019,17,328.8583,66.3892,59.9358,20.8283,13.2792
8/24/2019,18,202.7250,67.0558,60.1017,21.1258,13.1867
8/24/2019,19,32.5088,67.4233,60.2817,22.6250,12.8450
8/24/2019,20,0.0912,67.1792,60.4450,26.2325,12.6633
8/24/2019,21,-0.0099,66.7867,60.5325,28.9317,12.6250
8/24/2019,22,-0.0134,66.3250,60.5392,31.7758,12.6108
8/24/2019,23,-0.0155,65.7883,60.4917,33.1325,12.5975
8/25/2019,0,-0.0068,65.1958,60.4308,34.8933,12.5858
8/25/2019,1,-0.0102,64.6383,60.3892,36.4567,12.5650
8/25/2019,2,-0.0061,64.1033,60.2625,39.6967,12.5550
8/25/2019,3,-0.0085,63.5308,60.1358,42.7300,12.5350
8/25/2019,4,-0.0044,62.9842,59.9725,44.5042,12.5142
8/25/2019,5,-0.0052,62.4358,59.7933,43.8658,12.4858
8/25/2019,6,9.4325,61.8692,59.6208,45.2333,12.4625
8/25/2019,7,51.6925,61.3875,59.4150,45.7175,12.5125
8/25/2019,8,186.3667,61.0400,59.2283,42.8925,13.1058
8/25/2019,9,520.1167,61.6417,59.0917,33.0375,13.3900
8/25/2019,10,740.8833,63.1925,59.0950,26.7608,13.3992
8/25/2019,11,871.0000,64.5992,59.1792,22.9967,13.3983
8/25/2019,12,941.0000,65.7092,59.3625,20.8858,13.4000
8/25/2019,13,940.9167,66.8183,59.5533,19.8992,13.4000
8/25/2019,14,627.6750,67.9667,59.7625,20.0733,13.3575
8/25/2019,15,789.6000,69.1350,59.9933,18.3750,13.3417
8/25/2019,16,673.6750,70.5900,60.3425,17.5100,13.3725
8/25/2019,17,418.0667,72.0750,60.6533,18.3800,13.3392
8/25/2019,18,104.4117,72.6750,61.0175,20.0308,12.9167
8/25/2019,19,14.4709,72.5583,61.3392,21.8600,12.6950
8/25/2019,20,0.0319,72.1917,61.6342,24.5033,12.6400
8/25/2019,21,-0.0301,71.6667,61.8500,27.7275,12.6200
8/25/2019,22,-0.0268,70.9917,61.9642,28.9842,12.6083
8/25/2019,23,-0.0181,70.2717,62.0133,28.9633,12.5917
8/26/2019,0,-0.0205,69.7017,62.0075,28.3275,12.5775
8/26/2019,1,-0.0171,69.2150,61.9458,28.1692,12.5600
8/26/2019,2,-0.0187,68.7317,61.8600,29.5158,12.5417
8/26/2019,3,-0.0081,68.1808,61.7642,30.4725,12.5175
8/26/2019,4,-0.0067,67.6925,61.6325,31.1792,12.4900
8/26/2019,5,-0.0066,67.1600,61.5008,31.7150,12.4592
8/26/2019,6,7.1136,66.6967,61.3808,37.2375,12.4350
8/26/2019,7,68.2917,66.1350,61.2292,37.6350,12.5225
8/26/2019,8,389.7833,65.9533,61.0700,32.5158,13.3542
8/26/2019,9,589.3167,67.1892,61.0117,28.4817,13.3700
8/26/2019,10,753.0583,68.6317,60.9883,25.8092,13.3758
8/26/2019,11,871.7500,69.6725,61.1617,21.3042,13.3767
8/26/2019,12,931.9167,70.4333,61.3042,18.3758,13.3800
8/26/2019,13,929.5833,71.1833,61.4508,16.6783,13.3792
8/26/2019,14,834.2667,72.0000,61.6092,16.2792,13.2758
8/26/2019,15,686.4500,72.9500,61.7800,15.9950,13.1383
8/26/2019,16,390.0250,73.8333,62.0067,16.6950,13.0517
8/26/2019,17,228.0833,74.2583,62.2517,17.5975,12.9267
8/26/2019,18,183.6167,74.8667,62.5317,18.4742,12.9142
8/26/2019,19,24.5624,74.9000,62.8042,37.5558,12.7142
8/26/2019,20,0.0217,74.3167,62.9892,45.9175,12.6392
8/26/2019,21,-0.0234,73.6083,63.0625,50.2633,12.6133
8/26/2019,22,-0.0222,73.0333,63.0400,53.2667,12.6058
8/26/2019,23,-0.0227,72.4167,62.9533,58.8983,12.5833
8/27/2019,0,-0.0163,71.6333,62.8142,62.5692,12.5700
8/27/2019,1,-0.0124,70.8333,62.6433,66.6517,12.5475
8/27/2019,2,-0.0193,70.0217,62.4450,71.2558,12.5275
8/27/2019,3,-0.0102,69.2092,62.2333,75.5083,12.4992
8/27/2019,4,-0.0058,68.4167,62.0017,78.5500,12.4708
8/27/2019,5,0.0012,67.6417,61.7750,78.5417,12.4400
8/27/2019,6,5.8404,67.0383,61.5567,75.1917,12.4200
8/27/2019,7,63.5925,66.5233,61.3442,74.5917,12.4925
8/27/2019,8,336.3667,66.2250,61.1292,71.7492,13.2883
8/27/2019,9,585.3083,67.1125,60.9383,62.4983,13.3675
8/27/2019,10,749.4000,68.2700,60.9492,45.7275,13.3700
8/27/2019,11,875.8333,69.1358,61.0067,26.1700,13.3717
8/27/2019,12,938.3333,69.7858,61.0925,18.3608,13.3800
8/27/2019,13,941.0000,70.4667,61.2000,16.6375,13.3783
8/27/2019,14,877.3333,71.2583,61.3608,15.0825,13.3325
8/27/2019,15,745.3167,72.2750,61.5533,22.9950,13.2667
8/27/2019,16,558.3000,73.4167,61.7842,31.7658,13.1600
8/27/2019,17,376.6750,74.3833,62.0350,35.9717,13.1350
8/27/2019,18,148.7625,74.9083,62.3192,40.3917,12.9467
8/27/2019,19,8.8493,74.5000,62.5508,49.2642,12.6933
8/27/2019,20,-0.0068,73.7750,62.6933,53.1883,12.6350
8/27/2019,21,-0.0233,73.1750,62.7500,55.6917,12.6117
8/27/2019,22,-0.0306,72.6417,62.7467,56.8575,12.6025
8/27/2019,23,-0.0196,72.0250,62.6850,61.5117,12.5808
8/28/2019,0,-0.0167,71.3000,62.5925,65.5433,12.5700
8/28/2019,1,-0.0134,70.5167,62.4608,70.4392,12.5500
8/28/2019,2,-0.0109,69.6858,62.2925,73.8667,12.5317
8/28/2019,3,-0.0092,68.8942,62.0983,75.1083,12.5067
8/28/2019,4,-0.0084,68.1425,61.9000,75.0833,12.4808
8/28/2019,5,-0.0046,67.3650,61.6958,77.6500,12.4492
8/28/2019,6,5.5147,66.6433,61.4375,79.8833,12.4250
8/28/2019,7,75.4425,65.9425,61.1725,81.1583,12.4458
8/28/2019,8,394.8250,65.5767,60.9383,76.3967,13.2583
8/28/2019,9,595.7167,66.5542,60.7875,57.9742,13.3667
8/28/2019,10,762.5250,67.8667,60.7683,29.8908,13.3725
8/28/2019,11,885.6667,68.8225,60.8833,17.6075,13.3633
8/28/2019,12,948.5833,69.4908,61.0158,12.8292,13.3800
8/28/2019,13,944.5000,70.1125,61.1317,12.4058,13.3792
8/28/2019,14,878.4167,70.8583,61.3117,12.0750,13.2608
8/28/2019,15,755.8000,71.7417,61.4958,11.9967,13.0833
8/28/2019,16,585.7583,72.7333,61.6758,12.2417,13.0500
8/28/2019,17,382.3500,73.8167,61.9083,12.3275,13.0000
8/28/2019,18,176.4583,74.5750,62.2333,13.0583,12.8975
8/28/2019,19,19.4395,74.5667,62.5308,13.9158,12.7067
8/28/2019,20,-0.0205,73.9333,62.7375,16.4508,12.6392
8/28/2019,21,-0.0305,73.1000,62.8608,17.4942,12.6175
8/28/2019,22,-0.0260,72.4000,62.8375,19.3542,12.6058
8/28/2019,23,-0.0154,71.7000,62.7467,21.6650,12.5875
8/29/2019,0,-0.0097,70.9250,62.6067,22.8642,12.5708
8/29/2019,1,-0.0073,69.9933,62.4800,23.4250,12.5492
8/29/2019,2,-0.0089,69.0542,62.2875,23.6383,12.5308
8/29/2019,3,-0.0030,68.3242,62.0500,25.6533,12.5025
8/29/2019,4,-0.0027,67.5158,61.8000,26.7858,12.4758
8/29/2019,5,-0.0054,66.6775,61.5333,28.1858,12.4433
8/29/2019,6,11.5392,65.8633,61.2542,30.4117,12.4233
8/29/2019,7,80.0658,65.1600,60.9742,31.3433,12.5433
8/29/2019,8,298.6917,64.7583,60.7367,30.9792,13.2717
8/29/2019,9,517.6583,65.4175,60.5883,23.5858,13.3708
8/29/2019,10,318.6583,66.2350,60.5208,21.0625,13.3800
8/29/2019,11,586.4333,66.7375,60.5675,18.3158,13.3800
8/29/2019,12,509.5833,67.4867,60.6917,18.2050,13.3817
8/29/2019,13,355.0833,68.1767,60.8158,18.6517,13.3850
8/29/2019,14,273.7250,68.5992,60.9383,19.0092,13.3900
8/29/2019,15,259.7333,68.9000,61.0775,20.4625,13.3883
8/29/2019,16,236.5417,69.1608,61.1833,20.7300,13.3550
8/29/2019,17,147.6325,69.3033,61.3117,22.6475,13.2092
8/29/2019,18,48.4175,69.3092,61.4025,24.0300,12.8125
8/29/2019,19,6.5899,69.1792,61.4883,25.8017,12.6617
8/29/2019,20,-0.0216,68.9000,61.5375,27.7850,12.6283
8/29/2019,21,-0.0313,68.4567,61.5183,30.2125,12.6108
8/29/2019,22,-0.0249,67.8300,61.4742,32.4667,12.5950
8/29/2019,23,-0.0279,67.1875,61.3667,34.5200,12.5808
8/30/2019,0,-0.0235,66.6133,61.2375,36.6158,12.5650
8/30/2019,1,-0.0222,66.0250,61.1375,40.2933,12.5433
8/30/2019,2,-0.0070,65.3942,61.0083,45.6875,12.5283
8/30/2019,3,-0.0050,64.7425,60.8550,48.0325,12.5008
8/30/2019,4,-0.0086,64.1433,60.6700,51.8933,12.4767
8/30/2019,5,-0.0017,63.5325,60.4775,53.6800,12.4442
8/30/2019,6,5.2014,62.9283,60.2625,53.3825,12.4208
8/30/2019,7,70.2300,62.3625,60.0408,54.1100,12.4300
8/30/2019,8,367.7083,62.1617,59.8183,48.6458,13.2767
8/30/2019,9,571.2000,63.4450,59.7033,37.0308,13.3817
8/30/2019,10,724.9417,65.0542,59.6758,29.2550,13.3900
8/30/2019,11,796.3167,66.2825,59.8217,25.5733,13.3900
8/30/2019,12,455.5000,67.0250,59.9967,25.3700,13.3900
8/30/2019,13,735.8500,67.6850,60.1675,23.5600,13.3900
8/30/2019,14,613.8917,68.5625,60.3558,23.3325,13.3867
8/30/2019,15,771.5000,69.5333,60.5467,21.2333,13.3725
8/30/2019,16,571.9500,70.8167,60.7850,18.5233,13.1692
8/30/2019,17,185.9833,71.7167,61.0525,20.1775,13.0400
8/30/2019,18,60.0925,71.5917,61.3483,25.1792,12.7633
8/30/2019,19,17.9438,71.4917,61.5650,26.9842,12.6633
8/30/2019,20,-0.0177,71.1833,61.7450,32.6042,12.6300
8/30/2019,21,-0.0295,70.6167,61.8417,37.7983,12.6117
8/30/2019,22,-0.0287,70.0858,61.8500,42.1775,12.5983
8/30/2019,23,-0.0273,69.4283,61.8083,45.6558,12.5808
8/31/2019,0,-0.0302,68.7000,61.7442,48.4583,12.5650
8/31/2019,1,-0.0162,67.9950,61.6150,55.8133,12.5425
8/31/2019,2,-0.0074,67.2792,61.4742,60.2275,12.5242
8/31/2019,3,-0.0153,66.5308,61.3025,59.9967,12.4950
8/31/2019,4,-0.0111,65.8508,61.1267,62.8692,12.4708
8/31/2019,5,-0.0054,65.1692,60.9225,64.1642,12.4392
8/31/2019,6,4.8438,64.4900,60.7008,63.9008,12.4142
8/31/2019,7,75.6508,63.8742,60.4867,63.2908,12.4300
8/31/2019,8,371.7833,63.5783,60.2950,56.4533,13.2758
8/31/2019,9,572.4667,64.7825,60.1500,39.7833,13.3758
8/31/2019,10,737.8000,66.3617,60.1042,27.9700,13.3800
8/31/2019,11,773.4083,67.4900,60.2617,22.2533,13.3733
8/31/2019,12,736.7667,68.3250,60.5833,19.7492,13.3808
8/31/2019,13,919.4167,69.1117,60.6342,18.4942,13.3850
8/31/2019,14,873.1083,70.2117,60.8242,17.2950,13.3667
8/31/2019,15,684.9750,71.4417,61.0525,15.9625,13.3425
8/31/2019,16,425.0917,72.4750,61.3000,17.0350,13.3292
8/31/2019,17,390.9333,73.4667,61.6542,21.2642,13.3100
8/31/2019,18,145.3067,74.1833,61.9842,24.1350,12.9908
8/31/2019,19,14.4232,74.1750,62.2917,30.1375,12.7192
8/31/2019,20,-0.0196,73.7250,62.5133,34.5900,12.6450
8/31/2019,21,-0.0292,73.1833,62.6533,40.0575,12.6200
8/31/2019,22,-0.0325,72.5917,62.7000,46.3433,12.6083
8/31/2019,23,-0.0300,71.9000,62.6817,50.3092,12.5908
9/1/2019,0,-0.0216,71.1750,62.6183,52.8200,12.5808
9/1/2019,1,-0.0192,70.3667,62.5092,55.8083,12.5625
9/1/2019,2,-0.0172,69.6175,62.3908,59.8817,12.5467
9/1/2019,3,-0.0155,68.9350,62.2358,62.9167,12.5258
9/1/2019,4,-0.0110,68.2533,62.0558,64.4642,12.5042
9/1/2019,5,-0.0052,67.5867,61.8508,66.7550,12.4750
9/1/2019,6,5.3831,66.9000,61.6625,67.6767,12.4508
9/1/2019,7,71.9742,66.2375,61.4308,67.6483,12.4842
9/1/2019,8,288.6500,65.8425,61.2283,61.2417,13.2433
9/1/2019,9,496.6333,66.5733,61.0642,45.5417,13.3625
9/1/2019,10,686.6917,67.8358,61.0542,36.8525,13.3700
9/1/2019,11,755.7167,68.9100,61.1275,27.0767,13.3683
9/1/2019,12,903.4333,69.7783,61.2592,22.3350,13.3792
9/1/2019,13,931.3500,70.8583,61.4150,19.4775,13.3692
9/1/2019,14,960.9167,72.1333,61.6175,18.3167,13.3800
9/1/2019,15,731.0083,73.4000,61.8583,17.4800,13.3658
9/1/2019,16,636.0667,74.8500,62.1625,16.5958,13.3725
9/1/2019,17,445.7500,76.2500,62.5400,16.7075,13.3608
9/1/2019,18,222.1000,77.2417,63.0333,19.7867,13.1892
9/1/2019,19,22.6526,77.3000,63.4075,22.0375,12.8108
9/1/2019,20,-0.0251,76.8000,63.6492,26.5108,12.6608
9/1/2019,21,-0.0314,76.2000,63.8325,29.3683,12.6275
9/1/2019,22,-0.0340,75.4083,63.9475,29.8192,12.6158
9/1/2019,23,-0.0305,74.9583,63.9400,33.5750,12.6025
9/2/2019,0,-0.0319,74.2417,63.9142,34.5525,12.5917
9/2/2019,1,-0.0227,73.4667,63.8117,36.6883,12.5717
9/2/2019,2,-0.0203,72.6333,63.6692,39.5092,12.5608
9/2/2019,3,-0.0179,71.8500,63.4750,41.6133,12.5400
9/2/2019,4,-0.0157,71.1000,63.2758,43.5183,12.5233
9/2/2019,5,-0.0158,70.4000,63.0550,45.1675,12.4958
9/2/2019,6,4.6178,69.6508,62.8117,47.3933,12.4758
9/2/2019,7,74.8025,68.9008,62.5542,49.4375,12.4650
9/2/2019,8,369.7500,68.3842,62.3300,42.0875,13.2683
9/2/2019,9,570.1583,69.4367,62.2033,31.5000,13.3533
9/2/2019,10,737.5833,70.8250,62.1783,23.7908,13.3600
9/2/2019,11,857.0000,71.7917,62.3142,18.1017,13.3408
9/2/2019,12,930.4167,72.5583,62.4242,15.1475,13.3600
9/2/2019,13,956.9167,73.3833,62.5558,14.3808,13.3600
9/2/2019,14,930.0833,74.4417,62.7400,14.5792,13.3592
9/2/2019,15,844.8333,75.5833,62.9417,14.3233,13.3592
9/2/2019,16,702.5000,76.9000,63.2158,13.5483,13.3600
9/2/2019,17,477.5583,78.3167,63.5775,13.8667,13.3500
9/2/2019,18,209.5750,79.2333,64.0550,15.7517,13.1483
9/2/2019,19,16.3528,79.1750,64.3967,16.4367,12.7817
9/2/2019,20,-0.0237,78.6250,64.6092,18.6625,12.6583
9/2/2019,21,-0.0267,77.9167,64.7717,19.7808,12.6308
9/2/2019,22,-0.0292,77.2833,64.8108,21.7783,12.6167
9/2/2019,23,-0.0307,76.5583,64.7792,23.6500,12.6017
9/3/2019,0,-0.0270,75.7417,64.6758,25.5467,12.5908
9/3/2019,1,-0.0273,74.8583,64.5150,26.3833,12.5717
9/3/2019,2,-0.0300,73.8667,64.3175,25.9158,12.5608
9/3/2019,3,-0.0203,72.9000,64.0983,25.3192,12.5408
9/3/2019,4,-0.0176,72.0250,63.8408,25.2950,12.5242
9/3/2019,5,-0.0139,71.1250,63.5650,25.0650,12.4992
9/3/2019,6,5.9642,70.1925,63.3083,24.7417,12.4783
9/3/2019,7,73.2033,69.3433,63.0408,25.3450,12.5483
9/3/2019,8,326.2667,68.9075,62.7833,25.4483,13.2708
9/3/2019,9,553.4000,69.7558,62.6308,19.8692,13.3458
9/3/2019,10,736.8333,71.1417,62.6825,16.7675,13.3533
9/3/2019,11,858.2500,72.1167,62.7167,17.4942,13.3442
9/3/2019,12,917.9167,72.8750,62.8250,19.7850,13.3600
9/3/2019,13,492.5667,73.6417,62.9675,23.0217,13.2700
9/3/2019,14,221.5667,74.0167,63.1158,30.2175,13.2625
9/3/2019,15,528.8667,74.1000,63.2392,22.8758,13.1467
9/3/2019,16,349.4750,74.4667,63.3767,28.1583,13.0208
9/3/2019,17,38.5842,74.4833,63.5158,34.9983,12.7475
9/3/2019,18,13.1645,74.1333,63.5742,49.4183,12.6500
9/3/2019,19,23.1721,73.3167,63.4967,52.0883,12.6358
9/3/2019,20,-0.0096,72.6250,63.4567,51.3133,12.6092
9/3/2019,21,-0.0078,72.0083,63.3467,63.8092,12.5867
9/3/2019,22,-0.0112,71.2917,63.2183,63.9083,12.5725
9/3/2019,23,-0.0058,70.5750,63.0667,66.2733,12.5458
9/4/2019,0,-0.0064,69.9817,62.8858,73.1233,12.5258
9/4/2019,1,-0.0089,69.3250,62.6950,76.6500,12.4933
9/4/2019,2,-0.0062,68.5950,62.4892,78.4417,12.4650
9/4/2019,3,-0.0076,67.9133,62.2650,80.1333,12.4342
9/4/2019,4,-0.0038,67.2342,62.0933,80.1167,12.4250
9/4/2019,5,-0.0047,66.6000,61.8583,81.9333,12.4108
9/4/2019,6,4.1729,65.9783,61.6258,82.8917,12.4058
9/4/2019,7,94.9567,65.3975,61.4008,83.0750,12.4625
9/4/2019,8,238.0500,65.0217,61.2050,77.8583,13.1367
9/4/2019,9,289.7750,65.1200,61.0550,68.5625,13.3650
9/4/2019,10,647.2583,65.6558,60.9392,50.3367,13.3700
9/4/2019,11,712.8917,66.6333,60.8942,43.0725,13.3725
9/4/2019,12,752.0417,67.5017,60.9475,36.5350,13.3733
9/4/2019,13,690.8917,68.5483,61.0917,31.8483,13.3558
9/4/2019,14,13.8328,69.1033,61.2758,55.4892,12.8758
9/4/2019,15,280.8142,68.8883,61.3583,67.9425,13.0042
9/4/2019,16,72.4808,68.7317,61.4000,61.2908,12.9883
9/4/2019,17,97.1433,68.5367,61.5042,72.0308,12.7600
9/4/2019,18,90.5400,68.3158,61.5200,71.5233,12.8483
9/4/2019,19,5.4687,68.0067,61.6017,73.4192,12.6383
9/4/2019,20,-0.0098,67.5383,61.6150,73.4833,12.6100
9/4/2019,21,-0.0103,67.0517,61.5017,74.2333,12.5925
9/4/2019,22,-0.0101,66.5117,61.4033,74.8833,12.5742
9/4/2019,23,-0.0117,65.9633,61.2967,78.0833,12.5508
9/5/2019,0,-0.0081,65.3342,61.1967,75.1667,12.5300
9/5/2019,1,-0.0135,64.7917,61.0317,74.5167,12.5017
9/5/2019,2,-0.0113,64.2400,60.8508,77.9167,12.4717
9/5/2019,3,-0.0044,63.6200,60.6775,74.7500,12.4333
9/5/2019,4,-0.0108,63.0592,60.4825,74.8167,12.4092
9/5/2019,5,-0.0086,62.5183,60.2625,76.7333,12.3917
9/5/2019,6,4.9547,61.9750,60.0475,75.5917,12.3900
9/5/2019,7,68.6308,61.4933,59.8458,73.1417,12.4058
9/5/2019,8,350.4500,61.4108,59.6742,71.6042,13.2758
9/5/2019,9,548.0583,62.8175,59.6058,63.2967,13.3800
9/5/2019,10,713.5083,64.4250,59.6208,52.0058,13.3892
9/5/2019,11,854.9917,65.6717,59.7708,34.9508,13.3875
9/5/2019,12,661.5333,66.7342,59.9717,29.3825,13.3900
9/5/2019,13,160.3492,67.4708,60.2175,37.0025,13.2267
9/5/2019,14,64.4475,67.5742,60.4108,63.9925,12.8033
9/5/2019,15,377.2417,67.3683,60.5350,60.8933,13.2808
9/5/2019,16,331.2917,67.3725,60.5658,45.3633,13.3792
9/5/2019,17,44.3508,67.4350,60.6775,49.1142,12.8800
9/5/2019,18,8.0542,67.2317,60.7550,73.3517,12.6617
9/5/2019,19,4.6394,66.7392,60.8275,62.8883,12.6200
9/5/2019,20,-0.0150,66.2375,60.8233,73.1867,12.6042
9/5/2019,21,-0.0136,65.7575,60.7192,79.3000,12.5817
9/5/2019,22,-0.0119,65.2517,60.6250,78.1917,12.5633
9/5/2019,23,-0.0110,64.7217,60.4942,78.9167,12.5467
9/6/2019,0,-0.0078,64.1283,60.4992,76.3167,12.5283
9/6/2019,1,-0.0110,63.6133,60.3525,76.8917,12.5033
9/6/2019,2,-0.0101,63.2908,60.1867,82.3500,12.4733
9/6/2019,3,-0.0095,62.9392,60.0700,80.7167,12.4408
9/6/2019,4,-0.0088,62.6117,59.9633,78.1500,12.4125
9/6/2019,5,-0.0079,62.1442,59.8667,67.2383,12.3908
9/6/2019,6,2.6020,61.8192,59.7042,73.8383,12.3850
9/6/2019,7,43.0792,61.5175,59.5675,76.8167,12.4375
9/6/2019,8,168.0417,61.2950,59.4375,75.2667,13.0875
9/6/2019,9,328.6417,61.4758,59.3342,69.7667,13.3875
9/6/2019,10,675.4583,62.5650,59.2917,52.2450,13.3900
9/6/2019,11,754.5417,63.8500,59.3025,41.1433,13.3942
9/6/2019,12,905.3000,65.0042,59.4250,38.9133,13.3908
9/6/2019,13,833.4833,66.1117,59.5767,37.0475,13.3958
9/6/2019,14,463.0250,67.2433,59.8125,35.5833,13.4000
9/6/2019,15,50.0170,67.6650,60.0025,40.8342,13.0117
9/6/2019,16,52.6183,67.5633,60.2233,73.4567,12.7758
9/6/2019,17,106.7642,67.1525,60.3808,77.9500,12.7317
9/6/2019,18,106.9475,67.0033,60.4033,72.9358,12.7633
9/6/2019,19,11.2237,66.7975,60.4833,76.1750,12.6358
9/6/2019,20,-0.0141,66.4992,60.5042,78.3500,12.6117
9/6/2019,21,-0.0126,66.0575,60.5258,79.2500,12.5933
9/6/2019,22,-0.0099,65.6417,60.4667,79.6833,12.5750
9/6/2019,23,-0.0136,65.1892,60.4767,74.1750,12.5517
9/7/2019,0,-0.0080,64.7500,60.3400,76.9750,12.5350
9/7/2019,1,-0.0094,64.3342,60.2633,78.5417,12.5092
9/7/2019,2,-0.0114,63.8483,60.2550,80.0167,12.4842
9/7/2019,3,-0.0086,63.4108,60.1142,80.6833,12.4492
9/7/2019,4,-0.0118,63.0283,59.9675,81.7250,12.4192
9/7/2019,5,-0.0073,62.6075,59.8308,80.7417,12.3917
9/7/2019,6,2.8493,62.2017,59.6758,80.7167,12.3825
9/7/2019,7,44.4342,61.7925,59.5042,82.0167,12.4142
9/7/2019,8,161.5500,61.4833,59.3508,81.5333,13.1867
9/7/2019,9,519.5667,61.9408,59.2208,70.3692,13.3850
9/7/2019,10,619.8750,63.2917,59.4925,58.3233,13.3900
9/7/2019,11,694.0250,64.3850,59.8900,48.7525,13.3900
9/7/2019,12,723.0500,65.4375,59.8625,43.8783,13.3858
9/7/2019,13,900.2833,66.4108,60.0850,34.8683,13.3892
9/7/2019,14,654.0750,67.6183,60.5458,31.4142,13.3808
9/7/2019,15,753.1000,69.2842,60.6450,29.0425,13.3067
9/7/2019,16,489.8583,71.1167,60.7175,27.9433,13.2008
9/7/2019,17,350.2167,72.5333,61.0592,26.9317,13.1308
9/7/2019,18,134.6317,74.0667,61.3750,26.8542,12.9725
9/7/2019,19,6.2740,74.8000,61.8250,41.1242,12.7117
9/7/2019,20,-0.0264,73.6417,62.2292,52.6967,12.6450
9/7/2019,21,-0.0259,72.7833,62.3625,59.6667,12.6208
9/7/2019,22,-0.0326,72.0917,62.4117,61.7558,12.6075
9/7/2019,23,-0.0274,71.2917,62.3775,64.2375,12.5900
9/8/2019,0,-0.0197,70.6000,62.2708,67.2317,12.5758
9/8/2019,1,-0.0208,69.8942,62.1483,70.6283,12.5583
9/8/2019,2,-0.0159,69.1867,62.0000,72.3750,12.5433
9/8/2019,3,-0.0192,68.4658,61.8200,74.8917,12.5242
9/8/2019,4,-0.0107,67.7508,61.6175,78.3667,12.5075
9/8/2019,5,-0.0147,66.9842,61.4567,78.3583,12.4800
9/8/2019,6,3.5793,66.2867,61.2208,80.9917,12.4567
9/8/2019,7,61.3925,65.6583,61.0000,83.0750,12.4442
9/8/2019,8,345.2833,65.3383,60.7733,78.8608,13.2267
9/8/2019,9,545.0750,66.4758,60.5950,52.4342,13.3700
