DATE (MM/DD/YYYY),HOUR-MST,Avg Global LI-200 [W/m^2],Avg Cabin Temp [deg F],Avg Lower Temp [deg F],Avg Relative Humidity [%],Avg CR10X Battery [VDC]
9/17/2018,21,-0.0176,68.5758,60.9908,28.1983,12.6117
9/17/2018,22,-0.0046,68.1817,60.9867,30.8800,12.5975
9/17/2018,23,-0.0079,67.7533,60.9308,32.7392,12.5825
9/18/2018,0,-0.0099,67.1908,60.8775,34.8675,12.5667
9/18/2018,1,-0.0133,66.5442,60.7642,37.5542,12.5492
9/18/2018,2,-0.0125,65.8300,60.6508,39.8425,12.5342
9/18/2018,3,-0.0086,65.1175,60.4842,42.7033,12.5117
9/18/2018,4,-0.0117,64.4017,60.3117,43.5642,12.4908
9/18/2018,5,-0.0097,63.6658,60.1400,44.4850,12.4617
9/18/2018,6,1.7702,62.9458,59.9358,46.4275,12.4400
9/18/2018,7,28.5317,62.2283,59.7008,47.5442,12.4142
9/18/2018,8,325.3333,61.8742,59.4742,44.3542,13.2233
9/18/2018,9,519.9333,63.1758,59.3367,33.8125,13.3808
9/18/2018,10,680.0667,64.5900,59.2783,30.5383,13.3892
9/18/2018,11,778.7167,65.4750,59.3350,26.1425,13.3492
9/18/2018,12,817.0167,66.2200,59.4533,21.0108,13.3917
9/18/2018,13,718.5500,67.1692,59.5800,19.3267,13.3942
9/18/2018,14,571.3500,68.0483,59.7908,18.8592,13.3958
9/18/2018,15,382.0167,68.6975,59.9317,19.6642,13.3967
9/18/2018,16,218.6500,69.1825,60.1192,20.9542,13.2475
9/18/2018,17,302.1917,69.9333,60.4567,19.2433,13.1450
9/18/2018,18,73.0950,70.6000,60.7267,19.9992,12.8883
9/18/2018,19,1.1019,70.2500,60.8642,22.4608,12.6808
9/18/2018,20,-0.0049,69.7908,61.0608,24.8383,12.6375
9/18/2018,21,-0.0156,69.1667,61.1708,27.0633,12.6125
9/18/2018,22,-0.0112,68.4892,61.1708,30.6933,12.6025
9/18/2018,23,-0.0122,67.8592,61.1108,32.6008,12.5825
9/19/2018,0,-0.0120,67.1317,61.0108,34.6933,12.5742
9/19/2018,1,-0.0130,66.3900,60.9133,35.9083,12.5567
9/19/2018,2,-0.0111,65.6342,60.7725,36.4017,12.5408
9/19/2018,3,-0.0162,64.9092,60.5942,34.4658,12.5208
9/19/2018,4,-0.0160,64.2192,60.4275,34.9983,12.5017
9/19/2018,5,-0.0050,63.4717,60.1958,34.6083,12.4750
9/19/2018,6,1.4398,62.7142,59.9633,35.8483,12.4525
9/19/2018,7,36.1567,61.9975,59.7017,37.2108,12.4317
9/19/2018,8,364.6500,61.6275,59.4425,35.1325,13.2558
9/19/2018,9,551.4083,63.0000,59.3350,24.8783,13.3842
9/19/2018,10,691.1500,64.6000,59.2933,20.3508,13.3900
9/19/2018,11,685.0500,65.5025,59.3667,20.0042,13.3933
9/19/2018,12,746.8667,66.2300,59.4875,19.1058,13.3900
9/19/2018,13,632.0833,67.1592,59.6092,18.8567,13.3925
9/19/2018,14,195.5667,67.6867,59.7308,20.7142,13.3367
9/19/2018,15,85.9308,67.7508,59.8750,23.0867,13.0050
9/19/2018,16,48.1575,67.6442,60.0308,30.0633,12.7375
9/19/2018,17,26.4667,67.3658,60.0892,38.4208,12.6492
9/19/2018,18,10.2508,66.9458,60.1742,56.6608,12.6217
9/19/2018,19,0.1235,66.4267,60.2075,58.6717,12.6017
9/19/2018,20,-0.0105,65.8750,60.1800,56.6425,12.5858
9/19/2018,21,-0.0104,65.3283,60.1725,70.5283,12.5633
9/19/2018,22,-0.0123,64.7692,60.0683,77.6583,12.5458
9/19/2018,23,-0.0131,64.2867,59.9600,78.6667,12.5192
9/20/2018,0,-0.0098,63.7958,59.8642,80.1167,12.4975
9/20/2018,1,-0.0114,63.3000,59.7550,79.4000,12.4675
9/20/2018,2,-0.0069,62.8258,59.6158,78.6167,12.4375
9/20/2018,3,-0.0082,62.3217,59.4542,77.7833,12.4100
9/20/2018,4,-0.0074,61.8583,59.2967,76.2917,12.3975
9/20/2018,5,-0.0108,61.3783,59.1575,73.3917,12.3867
9/20/2018,6,0.7414,60.8817,58.9900,72.5417,12.3800
9/20/2018,7,28.8458,60.4442,58.7517,72.4417,12.3867
9/20/2018,8,178.2500,60.1100,58.5775,67.5442,12.9017
9/20/2018,9,304.4083,60.0725,58.4250,63.9283,13.3858
9/20/2018,10,433.3000,60.4142,58.3675,55.6942,13.3967
9/20/2018,11,708.0667,61.2192,58.3725,35.4867,13.3950
9/20/2018,12,695.9750,61.9475,58.4092,26.5583,13.3975
9/20/2018,13,601.3250,62.7558,58.3592,23.4408,13.3942
9/20/2018,14,784.8583,63.7225,58.4350,21.0192,13.4008
9/20/2018,15,620.8833,65.1275,58.5883,18.2325,13.1558
9/20/2018,16,466.2750,66.4817,58.7875,15.6567,13.0575
9/20/2018,17,264.3333,67.5142,59.0300,17.8917,12.9683
9/20/2018,18,70.3400,68.0417,59.3025,19.2117,12.8192
9/20/2018,19,0.7158,67.4975,59.4633,23.6167,12.6683
9/20/2018,20,-0.0117,66.7367,59.6192,26.6233,12.6342
9/20/2018,21,-0.0176,65.9383,59.6508,26.2342,12.6133
9/20/2018,22,-0.0140,64.9775,59.6742,25.6933,12.5992
9/20/2018,23,-0.0194,64.0742,59.5892,27.5917,12.5808
9/21/2018,0,-0.0219,63.2275,59.4392,34.7250,12.5658
9/21/2018,1,-0.0180,62.3633,59.2592,39.4667,12.5475
9/21/2018,2,-0.0192,61.5008,59.0242,41.9542,12.5292
9/21/2018,3,-0.0196,60.6658,58.7642,44.2025,12.5083
9/21/2018,4,-0.0206,59.8575,58.4625,45.6225,12.4858
9/21/2018,5,-0.0218,59.0183,58.1617,44.0567,12.4542
9/21/2018,6,1.5289,58.2142,57.8458,46.3000,12.4292
9/21/2018,7,21.9283,57.4492,57.5275,47.4367,12.4150
9/21/2018,8,231.6083,56.8675,57.2400,48.9567,13.2492
9/21/2018,9,488.6417,57.3650,57.0192,55.2475,13.4075
9/21/2018,10,668.6417,58.6700,56.9317,49.7042,13.4142
9/21/2018,11,785.2500,59.5892,56.9508,42.8800,13.3517
9/21/2018,12,841.7500,60.2883,57.0317,35.8200,13.4200
9/21/2018,13,828.1667,61.3850,57.1475,30.4308,13.4200
9/21/2018,14,755.0000,62.6050,57.3033,24.3908,13.4108
9/21/2018,15,580.6083,64.0242,57.5275,20.4908,13.2142
9/21/2018,16,402.6000,65.0650,57.7325,18.5950,13.3742
9/21/2018,17,234.9117,66.2642,58.0208,27.4733,13.1067
9/21/2018,18,53.0200,66.4817,58.2842,36.5950,12.7858
9/21/2018,19,0.8993,66.0975,58.4983,45.4958,12.6567
9/21/2018,20,-0.0152,65.5525,58.7092,55.2850,12.6250
9/21/2018,21,-0.0110,64.9392,58.8542,60.5858,12.6017
9/21/2018,22,-0.0107,64.1692,58.8758,64.9342,12.5925
9/21/2018,23,-0.0067,63.3567,58.8200,68.7942,12.5725
9/22/2018,0,-0.0047,62.5583,58.9108,71.5300,12.5608
9/22/2018,1,-0.0102,61.8750,58.6967,74.0833,12.5400
9/22/2018,2,-0.0036,61.2133,58.5400,77.7917,12.5250
9/22/2018,3,-0.0082,60.5217,58.3500,79.7917,12.5000
9/22/2018,4,-0.0132,59.7892,58.1333,80.2000,12.4767
9/22/2018,5,-0.0129,59.1033,57.9108,79.5917,12.4483
9/22/2018,6,1.3943,58.4225,57.6850,80.4917,12.4217
9/22/2018,7,15.0300,57.7150,57.4583,80.5667,12.3967
9/22/2018,8,309.1750,57.3358,57.2300,80.9417,13.2300
9/22/2018,9,515.7667,58.5000,57.0725,63.4742,13.4100
9/22/2018,10,683.8333,59.8900,57.0883,30.3250,13.4042
9/22/2018,11,800.5000,60.7200,57.1567,17.9692,13.2625
9/22/2018,12,854.2500,61.4200,57.2817,15.5825,13.4200
9/22/2018,13,841.0833,62.6083,57.4608,12.6308,13.4200
9/22/2018,14,767.0833,63.8675,57.5858,11.5375,13.4100
9/22/2018,15,638.4000,65.2550,57.7175,10.7850,13.1500
9/22/2018,16,458.9750,66.7117,57.9508,10.4908,13.0642
9/22/2018,17,255.2833,67.9558,58.2667,10.9383,12.9850
9/22/2018,18,61.2623,68.4942,58.6708,12.3125,12.8075
9/22/2018,19,0.4882,67.9358,58.8858,15.4425,12.6642
9/22/2018,20,-0.0093,67.2758,59.1150,16.7658,12.6300
9/22/2018,21,-0.0077,66.5533,59.2758,19.0975,12.6092
9/22/2018,22,-0.0083,65.7992,59.3592,21.3675,12.5958
9/22/2018,23,-0.0059,65.0200,59.3325,23.5383,12.5808
9/23/2018,0,-0.0040,64.2233,59.2392,24.5408,12.5650
9/23/2018,1,-0.0051,63.3800,59.1500,26.0508,12.5442
9/23/2018,2,0.0005,62.6183,58.9950,27.3958,12.5275
9/23/2018,3,-0.0037,61.8542,58.8108,28.6008,12.5042
9/23/2018,4,-0.0039,61.0867,58.5942,30.3825,12.4800
9/23/2018,5,-0.0035,60.2850,58.3450,30.5833,12.4500
9/23/2018,6,1.4941,59.4983,58.0792,31.4467,12.4258
9/23/2018,7,35.2175,58.7333,57.8267,32.7842,12.4450
9/23/2018,8,281.4250,58.3358,57.5792,32.8592,13.1667
9/23/2018,9,469.0750,59.3558,57.4367,26.2658,13.4058
9/23/2018,10,667.9333,60.7250,57.4342,23.7342,13.4017
9/23/2018,11,783.6667,61.6233,57.4692,21.7083,13.3033
9/23/2018,12,823.0500,62.3650,57.5783,20.6275,13.4142
9/23/2018,13,575.4833,63.3733,57.7158,19.6342,13.4142
9/23/2018,14,463.1917,64.0558,57.8992,19.0208,13.4208
9/23/2018,15,658.9000,65.0183,58.0433,18.2942,13.4025
9/23/2018,16,381.6583,66.3583,58.2592,18.1150,13.2375
9/23/2018,17,116.2742,66.8117,58.4542,18.6083,12.9475
9/23/2018,18,48.3932,66.7525,58.6683,18.8283,12.7250
9/23/2018,19,0.2607,66.3933,58.9358,21.6825,12.6450
9/23/2018,20,-0.0037,65.7317,59.1450,23.0233,12.6200
9/23/2018,21,0.0037,65.0617,59.1292,24.9525,12.6017
9/23/2018,22,-0.0011,64.4017,59.1217,27.0083,12.5883
9/23/2018,23,-0.0001,63.7025,59.0692,28.5117,12.5725
9/24/2018,0,-0.0035,63.0542,59.0175,29.9375,12.5567
9/24/2018,1,0.0004,62.3650,58.8758,31.1242,12.5383
9/24/2018,2,0.0025,61.6483,58.7425,33.3875,12.5183
9/24/2018,3,0.0015,60.9058,58.5733,36.6867,12.4950
9/24/2018,4,0.0039,60.1750,58.3908,39.1983,12.4692
9/24/2018,5,0.0043,59.5617,58.1983,39.9683,12.4408
9/24/2018,6,0.6933,59.0392,57.9400,41.1417,12.4142
9/24/2018,7,24.9981,58.5283,57.7592,42.8875,12.4125
9/24/2018,8,201.7833,58.1750,57.5600,40.3775,12.9608
9/24/2018,9,327.8833,58.6358,57.4217,33.8042,13.2808
9/24/2018,10,241.3500,59.1883,57.3767,32.9908,13.2842
9/24/2018,11,133.1475,59.3783,57.4317,50.0050,13.0758
9/24/2018,12,580.0333,59.4858,57.4125,44.2317,13.3992
9/24/2018,13,425.4333,60.2125,57.4333,35.5258,13.3300
9/24/2018,14,123.0333,60.4858,57.4883,39.4592,13.1433
9/24/2018,15,545.3833,60.7825,57.4725,34.0892,13.2858
9/24/2018,16,319.0033,61.6883,57.5525,39.9400,13.1792
9/24/2018,17,139.6842,62.1350,57.6692,41.0250,12.9667
9/24/2018,18,58.5793,62.4867,57.8133,40.2583,12.8692
9/24/2018,19,0.2703,62.0675,58.0183,48.6158,12.6633
9/24/2018,20,-0.0095,61.5217,58.0192,55.8092,12.6183
9/24/2018,21,-0.0095,60.9533,58.0042,59.6450,12.5933
9/24/2018,22,-0.0121,60.3517,57.9483,57.6517,12.5783
9/24/2018,23,-0.0098,59.8425,57.8492,58.6242,12.5533
9/25/2018,0,-0.0123,59.3058,57.6825,64.8108,12.5367
9/25/2018,1,-0.0097,58.7350,57.5675,62.4067,12.5083
9/25/2018,2,-0.0113,58.0358,57.3908,55.0958,12.4850
9/25/2018,3,-0.0122,57.3392,57.1808,48.1458,12.4517
9/25/2018,4,-0.0092,56.6283,56.9600,41.9283,12.4242
9/25/2018,5,-0.0078,55.9325,56.7133,41.1183,12.3933
9/25/2018,6,0.9192,55.2083,56.4008,41.3158,12.3808
9/25/2018,7,13.2302,54.4500,56.1017,38.3825,12.3692
9/25/2018,8,310.9333,54.1175,55.8083,39.8383,13.1208
9/25/2018,9,515.8750,55.4025,55.5850,31.7400,13.4233
9/25/2018,10,678.3750,56.7600,55.5942,23.0975,13.3883
9/25/2018,11,790.3333,57.5067,55.6658,19.3142,13.2225
9/25/2018,12,839.9167,58.0633,55.7842,16.8100,13.4400
9/25/2018,13,827.2500,59.1533,55.9125,14.5867,13.4400
9/25/2018,14,753.2500,60.2583,56.0742,12.0125,13.4350
9/25/2018,15,624.5833,61.5508,56.2333,10.3375,13.1842
9/25/2018,16,448.2583,62.9217,56.4542,9.0975,13.0925
9/25/2018,17,242.6250,64.0033,56.6875,24.1808,13.0175
9/25/2018,18,51.9737,64.2867,56.9167,33.9550,12.8358
9/25/2018,19,0.2278,63.4408,57.1675,40.1225,12.6642
9/25/2018,20,-0.0106,62.5667,57.2733,42.5758,12.6283
9/25/2018,21,-0.0096,61.8083,57.2833,45.8208,12.6033
9/25/2018,22,-0.0071,61.0608,57.2500,48.0142,12.5908
9/25/2018,23,-0.0073,60.2792,57.1725,51.9183,12.5725
9/26/2018,0,-0.0066,59.5258,57.0317,55.5783,12.5558
9/26/2018,1,-0.0071,58.7917,56.8483,56.7342,12.5317
9/26/2018,2,-0.0071,58.0367,56.6467,56.6575,12.5167
9/26/2018,3,-0.0077,57.2733,56.4275,57.0342,12.4908
9/26/2018,4,-0.0003,56.5475,56.1858,58.3458,12.4633
9/26/2018,5,-0.0055,55.8600,55.9475,58.6125,12.4300
9/26/2018,6,0.5398,55.1450,55.6725,58.9217,12.4017
9/26/2018,7,31.5270,54.4600,55.3767,60.3592,12.3958
9/26/2018,8,212.6767,53.9842,55.1008,58.5017,13.0067
9/26/2018,9,495.0250,54.6950,54.8883,48.9675,13.4333
9/26/2018,10,665.4667,55.9200,54.8558,39.7783,13.4033
9/26/2018,11,780.0000,56.6683,54.8833,26.2883,13.2642
9/26/2018,12,831.0833,57.2567,54.9950,18.4858,13.4500
9/26/2018,13,823.3333,58.3783,55.1575,14.6258,13.4500
9/26/2018,14,749.8417,59.5258,55.3192,11.8742,13.4467
9/26/2018,15,616.8833,60.7967,55.4933,11.5258,13.1875
9/26/2018,16,403.5000,62.0675,55.7592,11.6533,13.1433
9/26/2018,17,202.0167,62.7817,56.0550,12.5642,13.0067
9/26/2018,18,41.1802,62.9525,56.3158,12.2300,12.7975
9/26/2018,19,0.1778,62.2850,56.5292,13.8317,12.6575
9/26/2018,20,-0.0015,61.6300,56.6350,14.8983,12.6267
9/26/2018,21,-0.0072,60.7792,56.6958,15.5400,12.6025
9/26/2018,22,-0.0028,60.0717,56.7100,18.3267,12.5908
9/26/2018,23,-0.0043,59.3325,56.7150,20.2842,12.5725
9/27/2018,0,-0.0043,58.5075,56.5800,21.8683,12.5558
9/27/2018,1,-0.0033,57.7550,56.4283,22.7825,12.5342
9/27/2018,2,-0.0021,56.9325,56.2767,22.5958,12.5175
9/27/2018,3,-0.0057,56.0925,56.1325,20.6850,12.4892
9/27/2018,4,-0.0014,55.5383,55.9900,22.4975,12.4642
9/27/2018,5,-0.0087,55.0192,55.8050,21.5600,12.4308
9/27/2018,6,0.9592,54.4333,55.6058,21.6442,12.4025
9/27/2018,7,18.7716,54.0275,55.4258,22.8283,12.3883
9/27/2018,8,279.3258,53.7967,55.2717,21.6350,13.1725
9/27/2018,9,347.4750,54.8808,55.1408,18.8233,13.4367
9/27/2018,10,591.6083,55.9717,55.1308,18.2817,13.4333
9/27/2018,11,789.1667,57.0242,55.2092,18.1775,13.3383
9/27/2018,12,837.8333,57.9675,55.3375,18.8300,13.4500
9/27/2018,13,823.1667,59.2433,55.4867,18.0367,13.4500
9/27/2018,14,714.3917,60.4967,55.7083,16.8892,13.4492
9/27/2018,15,609.0917,61.7642,55.9242,15.7792,13.4008
9/27/2018,16,440.0167,63.1908,56.1567,15.1858,13.2642
9/27/2018,17,248.8000,64.2458,56.4400,14.9833,13.1417
9/27/2018,18,41.6947,64.5767,56.7567,15.1725,12.9067
9/27/2018,19,0.1622,64.0408,57.0625,18.2792,12.6808
9/27/2018,20,-0.0164,63.4250,57.2542,20.5325,12.6367
9/27/2018,21,-0.0158,62.7092,57.3692,22.3375,12.6125
9/27/2018,22,-0.0017,61.9600,57.4158,24.4400,12.6008
9/27/2018,23,-0.0042,61.2317,57.3667,25.9892,12.5817
9/28/2018,0,-0.0056,60.5000,57.3317,27.6425,12.5700
9/28/2018,1,-0.0009,59.8033,57.1617,28.7225,12.5508
9/28/2018,2,-0.0137,59.0275,57.0100,29.5967,12.5367
9/28/2018,3,0.0023,58.2075,56.8242,29.6767,12.5158
9/28/2018,4,-0.0004,57.4250,56.6242,30.3142,12.4942
9/28/2018,5,-0.0040,56.7067,56.4133,31.4867,12.4633
9/28/2018,6,0.6228,56.0458,56.1858,33.0067,12.4400
9/28/2018,7,15.9211,55.3908,55.9708,32.8783,12.4100
9/28/2018,8,282.6742,55.0092,55.7400,32.7583,13.1500
9/28/2018,9,498.0833,56.2125,55.5775,24.9292,13.4333
9/28/2018,10,660.9333,57.7575,55.5400,20.7267,13.4117
9/28/2018,11,773.0833,58.6783,55.6333,17.8758,13.3200
9/28/2018,12,826.4167,59.4633,55.7433,15.0208,13.4458
9/28/2018,13,814.2500,60.7950,55.9508,13.6967,13.4492
9/28/2018,14,742.3583,62.1408,56.1433,11.6283,13.4467
9/28/2018,15,607.4833,63.5417,56.3542,10.6750,13.1758
9/28/2018,16,431.4750,65.0308,56.6075,10.0075,13.0592
9/28/2018,17,226.7750,66.1475,56.9633,16.3233,12.9667
9/28/2018,18,40.6216,66.5325,57.3325,21.4725,12.7975
9/28/2018,19,0.0487,65.8475,57.5100,29.3092,12.6567
9/28/2018,20,-0.0081,65.1150,57.7017,36.8308,12.6267
9/28/2018,21,-0.0072,64.2458,57.7942,36.2842,12.6042
9/28/2018,22,-0.0038,63.2675,57.7933,36.3450,12.5933
9/28/2018,23,-0.0053,62.2883,57.7650,32.0417,12.5767
9/29/2018,0,-0.0101,61.4042,57.7092,30.1750,12.5600
9/29/2018,1,-0.0167,60.6133,57.5742,29.3517,12.5367
9/29/2018,2,-0.0163,59.8467,57.4000,26.7625,12.5208
9/29/2018,3,-0.0123,59.1567,57.2242,25.7967,12.4933
9/29/2018,4,-0.0152,58.4383,57.0467,26.3133,12.4700
9/29/2018,5,-0.0012,57.7592,56.8650,25.9867,12.4392
9/29/2018,6,0.4230,57.1525,56.6125,26.4417,12.4108
9/29/2018,7,26.5588,56.5417,56.4142,25.7125,12.3992
9/29/2018,8,97.0458,55.9925,56.2108,25.4650,12.5775
9/29/2018,9,190.5167,55.7125,56.0283,21.6575,13.1475
9/29/2018,10,408.3833,56.0150,55.9925,19.0350,13.4317
9/29/2018,11,733.6750,57.0292,56.9792,16.1800,13.4333
9/29/2018,12,873.0000,58.8408,57.9600,14.0458,13.4300
9/29/2018,13,804.1667,61.2217,61.0967,14.0625,13.4208
9/29/2018,14,726.8417,62.8575,62.2658,13.6933,13.4058
9/29/2018,15,594.5667,64.7342,63.0617,13.3092,13.2750
9/29/2018,16,411.0083,66.3342,63.8108,12.4908,13.1100
9/29/2018,17,177.8142,67.4208,64.5958,12.5967,12.9308
9/29/2018,18,14.8212,67.2542,65.3075,14.0425,12.7117
9/29/2018,19,0.0345,66.6675,65.8292,17.1150,12.6567
9/29/2018,20,-0.0307,66.0667,66.1975,18.5717,12.6358
9/29/2018,21,-0.0284,65.4208,66.4683,19.6367,12.6200
9/29/2018,22,-0.0258,64.7192,66.6775,20.9117,12.6058
9/29/2018,23,-0.0238,64.0592,66.7192,22.3192,12.5858
9/30/2018,0,-0.0219,63.3892,66.8183,23.1425,12.5683
9/30/2018,1,-0.0230,62.7200,66.8867,24.6817,12.5450
9/30/2018,2,-0.0208,62.0333,66.8442,26.1083,12.5275
9/30/2018,3,-0.0200,61.3317,66.8125,29.1442,12.5000
9/30/2018,4,-0.0205,60.7558,66.7658,31.8325,12.4717
9/30/2018,5,-0.0200,60.2292,66.6333,34.2842,12.4433
9/30/2018,6,0.6210,59.6850,66.4708,36.2558,12.4233
9/30/2018,7,12.7100,59.0967,66.3225,38.0483,12.4100
9/30/2018,8,261.1142,58.7267,66.2325,37.3442,13.0175
9/30/2018,9,484.3333,59.9517,66.1750,30.0200,13.3100
9/30/2018,10,646.1250,61.4075,66.1158,25.9625,13.3150
9/30/2018,11,731.8333,62.2950,66.1883,21.8017,13.3200
9/30/2018,12,804.3333,62.9842,66.2758,17.9767,13.3200
9/30/2018,13,805.0833,64.1583,66.3850,12.5842,13.3200
9/30/2018,14,685.4667,65.3358,66.5842,11.5542,13.3200
9/30/2018,15,557.0667,66.4692,66.9300,10.7400,13.2492
9/30/2018,16,412.8250,67.8133,67.2367,10.8142,13.0617
9/30/2018,17,163.0500,68.3942,67.5567,11.2658,12.8750
9/30/2018,18,38.1165,68.5367,67.9225,12.3108,12.7600
9/30/2018,19,0.0152,68.0558,68.3325,15.3050,12.6525
9/30/2018,20,-0.0328,67.4183,68.5942,18.0058,12.6300
9/30/2018,21,-0.0313,66.7475,68.6850,20.0425,12.6108
9/30/2018,22,-0.0279,66.0567,68.7808,20.6650,12.6025
9/30/2018,23,-0.0252,65.3842,68.8475,20.7425,12.5858
10/1/2018,0,-0.0285,64.8742,68.8442,23.5733,12.5717
10/1/2018,1,-0.0250,64.4817,68.8267,26.1267,12.5533
10/1/2018,2,-0.0236,64.0392,68.7300,29.0325,12.5400
10/1/2018,3,-0.0299,63.5433,68.6808,32.1992,12.5208
10/1/2018,4,-0.0261,63.1017,68.6383,34.7958,12.5033
10/1/2018,5,-0.0286,62.6692,68.5275,36.6233,12.4817
10/1/2018,6,0.2396,62.1942,68.4625,38.8500,12.4608
10/1/2018,7,40.1574,61.7675,68.3750,40.3258,12.4758
10/1/2018,8,243.3667,61.5742,68.2275,37.8842,13.0683
10/1/2018,9,441.9667,62.3108,68.1000,36.1417,13.2883
10/1/2018,10,497.1750,63.4583,68.0542,32.1250,13.2925
10/1/2018,11,406.2083,64.2192,68.0783,30.1400,13.3000
10/1/2018,12,234.2000,64.7008,68.1675,31.3833,13.2517
10/1/2018,13,213.2333,64.9200,68.2758,32.7642,13.2600
10/1/2018,14,114.2017,65.0442,68.3867,41.5700,13.0658
10/1/2018,15,124.1000,64.9742,68.4800,56.1417,13.0175
10/1/2018,16,93.1275,64.8600,68.6500,53.6433,12.9817
10/1/2018,17,40.8358,64.7550,68.7317,52.8067,12.7392
10/1/2018,18,8.9208,64.6258,68.8308,54.7983,12.6458
10/1/2018,19,-0.0111,64.4283,68.8883,57.5950,12.6158
10/1/2018,20,-0.0207,64.1725,68.9275,58.8042,12.6058
10/1/2018,21,-0.0228,63.8908,68.9300,59.9242,12.5875
10/1/2018,22,-0.0203,63.5825,68.9450,60.5750,12.5717
10/1/2018,23,-0.0182,63.2067,68.9108,62.0300,12.5508
10/2/2018,0,-0.0178,62.8200,68.9017,64.8042,12.5333
10/2/2018,1,-0.0155,62.4150,68.7767,66.7883,12.5092
10/2/2018,2,-0.0145,62.0192,68.6975,67.8025,12.4900
10/2/2018,3,-0.0153,61.6167,68.6358,67.9133,12.4658
10/2/2018,4,-0.0170,61.2300,68.4983,69.5633,12.4442
10/2/2018,5,-0.0123,60.8125,68.3633,70.1083,12.4233
10/2/2018,6,0.1421,60.4167,68.2008,71.9400,12.4200
10/2/2018,7,15.2935,60.0192,68.0242,73.1500,12.4058
10/2/2018,8,64.1650,59.7242,67.8983,72.9833,12.4583
10/2/2018,9,105.9667,59.5517,67.8158,69.7008,12.5517
10/2/2018,10,136.3167,59.5117,67.7667,67.9125,12.7417
10/2/2018,11,282.5167,59.5950,67.7483,67.1775,13.2025
10/2/2018,12,521.9000,60.0442,67.7200,63.3967,13.2917
10/2/2018,13,413.3750,60.9308,67.7300,57.8333,13.2925
10/2/2018,14,338.6750,61.7275,67.8400,46.3492,13.3000
10/2/2018,15,245.4083,62.3525,67.9075,43.6025,13.3008
10/2/2018,16,245.7750,63.0625,68.0917,40.1600,13.2067
10/2/2018,17,80.8275,63.4517,68.2492,40.6942,12.8708
10/2/2018,18,11.4584,63.5200,68.3917,43.8250,12.6900
10/2/2018,19,-0.0123,63.4317,68.5667,49.5383,12.6400
10/2/2018,20,-0.0193,63.2550,68.7158,55.2550,12.6192
10/2/2018,21,-0.0202,63.0658,68.8425,59.9733,12.6008
10/2/2018,22,-0.0188,62.7975,68.9167,63.3725,12.5817
10/2/2018,23,-0.0238,62.4775,68.8958,70.2950,12.5592
10/3/2018,0,-0.0291,62.0850,68.8717,75.5167,12.5417
10/3/2018,1,-0.0293,61.6533,68.8258,76.7917,12.5158
10/3/2018,2,-0.0318,61.2358,68.7708,77.3750,12.4958
10/3/2018,3,-0.0296,60.8925,68.6567,78.7500,12.4667
10/3/2018,4,-0.0278,60.5033,68.5217,79.8417,12.4433
10/3/2018,5,-0.0193,60.1542,68.4233,75.1417,12.4175
10/3/2018,6,0.6468,59.8117,68.2950,67.3275,12.4083
10/3/2018,7,22.5175,59.5042,68.2208,65.6092,12.4033
10/3/2018,8,254.8525,59.4933,68.1242,58.9417,12.9158
10/3/2018,9,523.8500,60.9258,68.0567,42.2792,13.2817
10/3/2018,10,510.9750,62.1575,67.9392,38.9575,13.2825
10/3/2018,11,566.2333,62.8742,68.0083,34.0458,13.2900
10/3/2018,12,892.0833,63.9292,68.1625,29.3708,13.2892
10/3/2018,13,769.7750,65.4033,68.3417,26.3983,13.2892
10/3/2018,14,527.3583,66.4108,68.5183,27.0692,13.2892
10/3/2018,15,516.6417,67.4708,68.7800,26.0058,13.1975
10/3/2018,16,339.3367,68.9950,69.1625,23.4892,13.0450
10/3/2018,17,192.0750,69.8375,69.5717,21.8258,12.8825
10/3/2018,18,27.3758,70.2242,69.8817,22.6500,12.7600
10/3/2018,19,-0.0122,69.6375,70.2667,27.9642,12.6508
10/3/2018,20,-0.0212,69.0417,70.3833,40.1217,12.6267
10/3/2018,21,-0.0228,68.5625,70.4583,50.2867,12.6108
10/3/2018,22,-0.0233,68.0067,70.5583,53.6933,12.5958
10/3/2018,23,-0.0273,67.5383,70.6000,54.8000,12.5800
10/4/2018,0,-0.0223,67.1692,70.6250,59.4792,12.5658
10/4/2018,1,-0.0228,66.7975,70.6083,61.4783,12.5483
10/4/2018,2,-0.0177,66.4250,70.5167,64.0975,12.5342
10/4/2018,3,-0.0237,66.0192,70.4167,65.6258,12.5167
10/4/2018,4,-0.0203,65.6317,70.2500,70.6358,12.4992
10/4/2018,5,-0.0235,65.2517,70.1167,75.7083,12.4775
10/4/2018,6,0.0793,64.8683,69.9550,76.3250,12.4575
10/4/2018,7,7.5322,64.4667,69.8467,73.7417,12.4367
10/4/2018,8,31.1675,64.0917,69.7300,73.0000,12.4233
10/4/2018,9,149.6058,63.7742,69.5817,70.9267,12.6733
10/4/2018,10,544.8250,63.9308,69.5058,59.9600,13.2675
10/4/2018,11,604.6250,64.5367,69.4292,45.7933,13.2667
10/4/2018,12,779.3083,65.3333,69.3092,29.9550,13.2717
10/4/2018,13,528.0583,66.2542,69.1950,23.7525,13.2750
10/4/2018,14,625.9083,66.6208,69.1283,29.1275,13.2400
10/4/2018,15,540.6250,67.5575,69.2617,26.6467,13.1925
10/4/2018,16,405.0167,68.4983,69.3542,26.0467,13.1142
